no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S502,PT. METRO PACIFIC ,-,Corporate,-,www.lionjobs.com,Jl. Letjen S Parman Kav. 77 Wisma 77 Lantai 16,SLIPI,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11410,-,-
S254,PT. SURALOKA DIGITAL KREATIF ,DAPUR HOSTING,Corporate,-,SURALOKA.COM,"Jl. S Parman, Podomorocity Ruko grand Shopping Arcade Blok. B / 8 D H",TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11470,0817169932,000000
S508,LEMBAGA PENGELOLA DANA BERGULIR,LPDB-KUMKM,Corporate,-,www.lpdb.id,Jl. Letjend. MT. Haryono Kav. 52-53,PENGADEGAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12770,-,-
S505,UNIVERSITAS ISLAM NEGERI SUSKA RIAU ,-,Education,-,uin-suska.ac.id,Jl. Hr. Soebrantas No. 155 KM. 18 Simpang Baru Panam,SIMPANG BARU,TAMPAN,PEKANBARU,RIAU,28293,-,-
S503,PT. SENOSAN MULTI ARTHA,CLOUDSERVERS.ID,Corporate,-,WWW.CLOUDSERVERS.ID,"Kirana 2 Tower, Level 10-A, Jl. Boulevard Timur No. 88",KELAPA GADING BARAT,KELAPA GADING,JAKARTA UTARA,DKI JAKARTA,14240,021-29557375,021-30024435
S511,PT. EXA REKATEK PROSOLUSI,PT. EXA REKATEK PROSOLUSI,Corporate,-,-,Jl. Melawai VII No. 1,MELAWAI,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12160,0217266709,0217266708
S514,PT. JEJARING CEPAT INDONESIA ,GOLDENFAST NETWORK,Corporate,-,WWW.GFN.CO.ID,Gedung Cyber 1 Lantai 3 Jl. Kuningan Barat No. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021-5277822,021-5277818
S1377,CLOUD HOSTING INDONESIA ,IDCLOUDHOST,Corporate,-,IDCLOUDHOST.COM,"Pinus Raya Reni jaya AG-1 No. 01 Pamulang Barat, pamulang Tangerang Selatan banten",PAMULANG BARAT,PAMULANG,TANGERANG SELATAN,BANTEN,15417,02140000995,02140000995
S515,PT. ATRIA TEKNOLOGI INDONESIA ,-,Corporate,-,atriatek.co.id,Graha ISKA Jl. Pramuka Raya No. 165,RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,10570,-,-
S516,UNIVERSITAS HASANUDDIN,-,Corporate,-,unhas.ac.id,Jl. Perintis Kemerdekaan KM. 10,TAMALANREA JAYA,TAMALANREA,MAKASSAR,SULAWESI SELATAN,90245,-,-
S520,PT. FUJITSU INDONESIA ,-,Corporate,-,-,Jl. Jend Sudirman Kav. 3 Wisma KEIAI Lantai 10,KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,-,-
S521,PT. BINA INFORMASI OPTIMA SOLUSINDO,BIOS,Corporate,-,bios-it.co.id,Ruko Darmo Permai B-5 Jl. Simpang Darmo Permai Selatan,PRADAHKALI KENDAL,DUKUH PAKIS,Surabaya,JAWA TIMUR,60226,-,-
S530,PT. HONEYCOM KREASI PRATAMA ,Jetnetconnect,Corporate,-,-,Jl. Kebon Jeruk Raya No. 70 A RT. 008 / RW. 015,PALMERAH,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11480,-,-
S532,PT. AWAN MEDIA SEMESTA ,AMSCLOUD,Corporate,-,AMSCLOUD.CO.ID,The CEO Building 12th Floor Jl. TB Simatupang No. 18 C Cilandak,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,02139720900,02139720888
S539,BANK SHINHAN INDONESIA,-,Corporate,-,BANKMETROEXPRESS.CO.ID,"International Finance Center 2, Jl. Jend. Sudirman Kav. 22-23",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,10120,-,-
S536,PUSINFOLAHTA TNI,-,Corporate,-,pusinfolahtatni.mil.id,Gedung Jendral Besar A. H Nasution Mabes TNI  Cilangkap,CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13870,-,-
1162,PT. DCI INDONESIA,DCI,Corporate,ISP,WWW.DCI-INDONESIA.COM,"Equity Tower Building 17 Floor Suite F, SCBD Lot 9 Jl. Jend Sudirman Kav. 52-53",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,021 29037500,021 29037600
S540,"DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN KABUPATEN BANYUWANGI",-,Goverment,-,www.banyuwangikab.go.id,Jl. KH. Agus Salim No. 83-85,TAMAN BARU,BANYUWANGI,Kab. Banyuwangi,Jawa Timur,68425,-,-
S538,PEMERINTAHAN KABUPATEN BERAU,-,Corporate,-,www.beraukab.go.id,Jl. Apt Pranoto No. 01 Tanjung Redeb,GUNUNG PANJANG,TANJUNG REDEB,KAB. BERAU,KALIMANTAN TIMUR,77311,-,-
S542,PEMERINTAH KABUPATEN MAGETAN,-,Goverment,-,www.magetankab.go.id,Jl. Basuki Rahmat No. 1,KLAGEN GAMBIRAN,MAOSPATI,Kab. Magetan,JAWA TIMUR,-,-,-
S541,PEMERINTAH PROVINSI KEPULAUAN BANGKA BELITUNG,-,Goverment,-,www.babelprov.go.id,"Jl. Pulau Lepar, Komplek Pekantoran Pemerintah",AIR ITAM,BUKIT INTAN,PANGKAL PINANG,KEPULAUAN BANGKA BELITUNG,33149,-,-
S543,PT. PPM MANAJEMEN,-,Corporate,-,www.ppm-manajemen.ac.id,Jl. Menteng Raya No. 9,KEBON SIRIH,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10340,-,-
S544,PT. PANORAMA TOURS INDONESIA,-,Corporate,-,WWW.PANORAMA-TOURS.COM,"Panorama Building 3rd Floor, Tomang Raya No. 63",TOMANG,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11440,-,-
S552,POLITEKNIK NEGERI BANDUNG,-,Education,-,www.polban.ac.id,Jl. Gegerkalong Hilir Ds Ciwaruga Bandung,CIWARUGA,PARONGPONG,KAB. BANDUNG BARAT,JAWA BARAT,-,-,-
S546,PEMERINTAH PROVINSI GORONTALO,-,Goverment,-,www.gorontaloprov.go.id,Jl. Thayeb M. Gobel Kompleks Perkantoran Prov. Gorontalo Kab. Bonebolango,AYULA SELATAN,BULANGO SELATAN,KAB. BONE BOLANGO,GORONTALO,96582,-,-
S547,INSTITUT TEKNOLOGI SUMATERA,INSTITUT TEKNOLOGI SUMATERA,Education,-,WWW.ITERA.AC.ID,"Jl. Terusan Ryacudu, Desa Way Hui",WAY HUWI,JATI AGUNG,KAB. LAMPUNG SELATAN,LAMPUNG,35365,0721 8030 188,0721 8030 189
S549,POLITEKNIK NEGERI BATAM,-,Education,-,www.polibatam.ac.id,Jl. Ahmad Yani Batam Kota,TELUK TERING,BATAM KOTA,BATAM,KEPULAUAN RIAU,29461,-,-
S548,PT. JINGDONG INDONESIA PERTAMA ,JD.ID,Corporate,-,WWW.JD.ID,"GEDUNG PLAZA KUNINGAN MENARA UTARA LT. 8
JALAN HR RASUNA SAID KAV. C 11-14",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,+622180681005,+62
S550,PT. CHEIL JEDANG INDONESIA,-,Corporate,-,-,Jl. Jend Gatot Subroto Kav. 38 Menara Jamsostek Lt. 21,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,-,-
S553,IAIN SURAKARTA,-,Education,-,iain-surakarta.ac.id,Jl. Pandawa Pucangan Kartasura Sukoharjo,PUCANGAN,KARTASURA,KAB. SUKOHARJO,JAWA TENGAH,57168,-,-
S2459,PT. COMRADINDO LINTASNUSA PERKASA,-,Corporate,-,-,Jl. Penjernihan I No. 8,BENDUNGAN HILIR,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10210,(021) 579 56866,(021) 579 56881
S2870,PT. TUNAS PERSADA CEMERLANG JAYA,-,Corporate,-,TOPAS.NET.ID,Mayapada Tower 2 Lt. 6 Jl. Jend. Sudirman Kav. 27 - Karet setiabudi (Gedung Anex Topas Tv),KARET,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12920,(021) 29396373,-
S2916,PT. MENARA INFRASTRUKTUR INDONESIA,-,Corporate,-,MERINDO.ID,Gedung Patra Jasa Office Tower Lt. 1 F,KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,021 5290-707,021 5290-706
S554,PT. MORENTZ TECHNOVO EVOLUSION,MOVE ON,Corporate,-,T-MORENTZ.INTERNATIONAL,"Gedung Office 8 Lantai 18 A, Sudirman Central Business District (SCBD) Lot 28 Jl. Jend. Sudirman No. 8 Kav. 53-54",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,02129491939,02129491949
S556,DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN KOTA YOGYAKARTA,JOGJAKOTA,Goverment,-,JOGJAKOTA.GO.ID,Jl. Kenari No.56,MUJA MUJU,UMBULHARJO,YOGYAKARTA,DI YOGYAKARTA,55165,0274-551230,0274-551230
S557,PEMERINTAH PROVINSI KALIMANTAN TIMUR,PEMPROV KALTIM,Goverment,-,KALTIMPROV.GO.ID,Jl. Gajah Mada No.1,GUNUNG KELUA,SAMARINDA ULU,SAMARINDA,KALIMANTAN TIMUR,75111,0541-731693,0541-731693
S560,POLITEKNIK NEGERI SEMARANG,POLINES,Education,-,POLINES.AC.ID,"Jl. Prof. H. Soedarto, S. H",TEMBALANG,TEMBALANG,SEMARANG,JAWA TENGAH,50275,024-7473417,024-7472396
S561,SEKOLAH TINGGI KESEJAHTERAAN SOSIAL,POLTEKESOS,Education,-,POLTEKESOS.AC.ID,Jl. Ir. H. Juanda No. 367,DAGO,COBLONG,BANDUNG,JAWA BARAT,40135,022-2504838,022-2502962
S562,PT. SIWARGA INDO MEDIA,PASARWARGA,Corporate,-,PASARWARGA.COM,"Jl. Cikajang No.17, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+622127081818,+622127081818
S559,PEMERINTAH KABUPATEN CIREBON,CIREBONKAB,Goverment,-,CIREBONKAB.GO.ID,Jl. Sunan Drajat No. 15,SUMBER,SUMBER,KAB. CIREBON,JAWA BARAT,45611,0231-8330580,0231-8330580
S564,PT. SHINHAN INDO FINANCE,SHINHAN INDO FINANCE,Corporate,-,WWW.PTSIF.COM,"Wisma Indomobil, Jl. MT Haryono Kav. 8",BIDARA CINA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13330,8579095,8574171
S2938,PT. TIRTA KARYA BUANA,DBNS,Corporate,-,DBNS.NET.ID,jl. Almuhajirin no 69 rt04 rw10,TANAH TINGGI,TANGERANG,TANGERANG,BANTEN,15119,0215581097,0215581197
S565,YAYASAN TARUMANAGARA,UNIVERSITAS TARUMANAGARA,Education,-,TARUMANAGARAFOUNDATION.ORG,"Jl. Let. Jend. S. Parman no. 1, Grogol",TOMANG,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11440,"021-5671802, 021-569",021-5604001
S566,LEMBAGA PENGEMBANGAN TEKNOLOGI INFORMASI DAN KOMUNIKASI TEKNOLOGI INFORMASI UNIVERSITAS ANDALAS,UNIVERSITAS ANDALAS,Education,-,UNAND.AC.ID,Lantai Dasar Gedung Perpustakaan Universitas Andalas,LIMAU MANIS,PAUH,PADANG,SUMATERA BARAT,25163,+62-751-71181,+62-751-71181
S567,PT. IKUBARU INDONESIA,IKUBARU,Corporate,-,IKUBARU.CO.ID,"Wisma NH, Ground Floor
The Square Suite 
Jln. Raya Pasar Minggu No. 2 B - C",PANCORAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12780,021-7976226,021-7976226
S568,PT. DENBE ANUGERAH SOLUSINDO,DENBE,Corporate,-,DENBE.CO.ID,"Duta Mas ITC Fatmawati Blok C2/8
Jl. RS. Fatmawati No. 39",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12150,02129054238,0217975209
S571,PT. PELABUHAN INDONESIA I (PERSERO),PELABUHAN,Corporate,-,PELINDO1.CO.ID,Jl. Krakatau Ujung No. 100,TANJUNG MULIA HILIR,MEDAN DELI,MEDAN,SUMATERA UTARA,20241,061- 6610220,061-6610906
S572,PT. CHAROEN POKPHAND INDONESIA,FIESTA,Corporate,-,CP.CO.ID,Jl. Ancol Barat VIII No. 1 Ancol,ANCOL,PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,14430,021-6919999,021-6907324
S574,PT. SETIAWAN SUKSES BERSAMA,SETIAWAN SUKSES BERSAMA,Corporate,-,SSBGROUP.CO.ID,JL. GEMBONG TEBASAN NO. 34 A,KAPASARI,GENTENG,Surabaya,JAWA TIMUR,60161,0313545790,0313545790
S239,PT. PRATESIS,-,Corporate,-,-,WISMA MAMPANG LT. 5 JL. MAMPANG PRAPATAN RAYA NO. 1,MAMPANG PRAPATAN,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,-,-
S329,DIREKTORAT JENDERAL POS DAN TELEKOMUNIKASI (DIRJEN POSTEL),-,Goverment,-,-,"JL. Medan Merdeka Barat No.17, Gedung Sapta Pesona, RT. 2 / RW. 3",GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,-,-
S227,"PT. BANK CIMB NIAGA, TBK.",-,Corporate,-,-,Jl. Wahid Hasyim Blok B4 No. 3 Bintaro Jaya Sektor 7,PONDOK AREN,PONDOK AREN,TANGERANG SELATAN,BANTEN,15224,-,-
S240,"PT. BANK CENTRAL ASIA, TBK.",BCA,Corporate,-,BCA.CO.ID,"Menara BCA Lantai 15, Jl. M. H Thamrin No. 1",MENTENG,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10310,+62,+62
S233,RUMAHWEB INDONESIA,RUMAHWEB INDONESIA,Corporate,-,RUMAHWEB.COM,Jl. Lempongsari No. 39C,SARIHARJO,NGAGLIK,KAB. SLEMAN,DI YOGYAKARTA,55581,0274-882257,0274-4463621
S238,"PT. ASTRA INTERNATIONAL, TBK.",-,Corporate,-,-,"Jl. Gaya Motor No. 8, Sunter II",SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,14330,-,-
S164,KANTOR SISTEM INFORMASI UNIVERSITAS ATMA JAYA YOGYAKARTA,UNIVERSITAS ATMA JAYA YOGYAKARTA,Education,-,UAJY.AC.ID,Jalan Babarsari No. 44 Yogyakarta,CATURTUNGGAL,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55281,0274487711,0274487748
S-96,UNIVERSITAS KRISTEN PETRA,-,Education,-,-,Siwalankerto 121-131,Siwalankerto,Wonocolo,Surabaya,JAWA TIMUR,-,-,-
S224,BPTIK UNIVERSITAS NEGERI SEMARANG,-,Education,-,-,Kampus Sekaran,SEKARAN,GUNUNG PATI,SEMARANG,JAWA TENGAH,-,-,-
S-36,PT. MEDCO E&P INDONESIA,-,Corporate,-,-,"Gd. Bidarakara Lt. 12, Jl. Gatot Subroto Kav. 71-73",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,-,-
S394,KEMENKO POLHUKAM,POLHUKAM,Goverment,-,POLKAM.GO.ID,Jl. Merdeka Barat No. 15,GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,+62213521121,+62
S236,KEMENTRIAN PERHUBUNGAN,-,Goverment,-,-,Jl. Medan Merdeka Barat No. 8,GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,-,-
S396,PT. XL PLANET,ELEVENIA,Corporate,-,ELEVENIA.CO.ID,"AIA Central, lantai 29
Jln. Jend. Sudirman Kav. 48 A",KARET SEMANGGI,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12930,(021) 80862211,(021) 80862211
S468,DINAS KOMUNIKASI DAN INFORMATIKA KOTA TANGERANG,-,Goverment,-,-,"Gedung Pusat Pemerintahan Lantai 4, Jalan Satria Sudirman No. 1",SUKAASIH,TANGERANG,TANGERANG,BANTEN,15123,-,-
S-87,PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN,-,Goverment,-,-,Jl. IR. H Juanda No. 35,KEBON KELAPA,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10120,-,-
S255,PT. PUSAT MEDIA INDONESIA,PT PUSAT MEDIA INDONESIA,Corporate,-,AKSIMAYA.CO.ID,Jl. Lincar 1 No. 2 Bantarjati Bogor,TEGALGUNDIL,BOGOR UTARA,BOGOR,JAWA BARAT,16152,0251 8348484,0251 8378484
S104,DINAS KOMUNIKASI & INFORMATIKA PEMKOT SURABAYA,-,Goverment,-,-,Jl. Jimerto 25-27,KETABANG,GENTENG,Surabaya,JAWA TIMUR,-,031-5320170,-
S249,PT. DUNIA VIRTUAL ONLINE,-,Corporate,-,-,Jl. Wolter Monginsidi RT. 07 / RW. 04,PETOGOGAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12170,-,-
S165,UNIVERSITAS MULTIMEDIA NUSANTARA,-,Education,-,-,"Jl. Boulevard Gading Serpong, Tangerang",BENCONGAN,KELAPA DUA,KAB. TANGERANG,BANTEN,15810,-,-
0046A,UNIVERSITAS PENDIDIKAN INDONESIA,-,Education,-,-,Jl. Dr. Setiabudhi No. 229,ISOLA,SUKASARI,BANDUNG,JAWA BARAT,40154,-,-
S169,UNIVERSITAS SEBELAS MARET,UNIVERSITAS SEBELAS MARET,Education,-,UNS.AC.ID,"Jl. Insinyur Sutami, Jebres, Kota Surakarta",JEBRES,JEBRES,SURAKARTA,JAWA TENGAH,57126,0271 638959,0271 638959
S-84,BINA NUSANTARA UNIVERSITY,-,Education,-,-,Jl. KH. Syahdan No. 9 RT. 6 / RW. 12,KEMANGGISAN,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11480,-,-
S2865,PT. RAMADUTA TELTAKA,INSPRINT,Corporate,-,INSPRINT.NET.ID,Jl. Jelita Raya No. 21 B,RAWAMANGUN,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,13220,021 4786 5011,021 4786 0434
S265,PT. QEON INTERACTIVE,QEON,Corporate,-,QEON.CO.ID,"Midplaza 2, 24th Floor
Jl. Jend. Sudirman Kav. 10-11",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,0215706222,n/a
S-72,PT. PHILLIP SEKURITAS INDONESIA,-,Corporate,-,-,JL. JENDERAL SUDIRMAN KAV. 33 A,KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,-,-
S256,CV. TIKA UTAMA,PRIMASTREAM,Corporate,-,PRIMASTREAM.COM,ASEM BARIS RAYA 122,KEBON BARU,TEBET,JAKARTA SELATAN,DKI JAKARTA,12830,021-835 3727,021-8379 0080
S428,KEMENTERIAN KOMUNIKASI DAN INFORMASI REPUBLIK INDONESIA,-,Goverment,-,-,Jl. Medan Merdeka Barat No. 9,GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,-,-
S401,PT. RAJA MITRA INFORMATIKA,-,Corporate,-,-,"Jl. AKSES UI KELAPA DUA NO. 7, TUGU, CIMANGGIS, DEPOK",HARJAMUKTI,CIMANGGIS,DEPOK,JAWA BARAT,16454,-,-
S184,PT. BANGUN ABADI TEKNOLOGI INDONESIA,-,Corporate,-,WWW.MYBATI.CO.ID,JL. MUTIARA TAMAN PALEM BLOK B1 NO. 18,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,-,-
S-77,MARKAS BESAR KEPOLISIAN REPUBLIK INDONESIA,-,Goverment,-,-,JL. TRUNOJOYO NO. 3,SELONG,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12110,-,-
S259,PT. INDONESIAN CLOUD,-,Corporate,-,INDONESIANCLOUD.COM,MENARA MTH LT. 12 JL. MT. HARYONO KAV. 23,TEBET TIMUR,TEBET,JAKARTA SELATAN,DKI JAKARTA,12820,-,-
S180,PT. BEON INTERMEDIA,PT. BEON INTERMEDIA,Corporate,-,BEON.CO.ID,Jl. MT Haryono No. 1 Blok C4 Malang,ketawanggede,lowokwaru,malang,JAWA TIMUR,67145,0341565353,0341565353
S107,UNIVERSITAS BHAYANGKARA,-,Education,-,-,JL. A. YANI NO. 14 KETINTANG,KETINTANG,GAYUNGAN,SURABAYA,JAWA TIMUR,-,-,-
S266,UNIVERSITAS NEGERI JAKARTA,-,Education,-,-,Jl. Rawamangun Muka,JATI,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,13220,-,-
S393,GUNADARMA UNIVERSITY,-,Education,-,GUNADARMA-ID,JL. MARGONDA RAYA NO. 100,PONDOK CINA,BEJI,DEPOK,JAWA BARAT,16424,-,-
S405,PT. METRAPLASA,-,Corporate,-,-,JL. MT HARYONO KAV. 58-60,PANCORAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12780,-,-
S112,FOTOGRAFER NET GLOBAL,-,Corporate,-,FN-ID,JALAN PETUNG NO. 31,CATURTUNGGAL,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55281,-,-
S479,DIREKTORAT E GOVERNMENT KEMENTRIAN KOMINFO,-,Goverment,-,EGOV-ID,JL. MEDAN MERDEKA BARAT NO. 9,GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,-,-
S409,PT. INFOMEDIA NUSANTARA,-,Corporate,-,-,JL. RS. FATMAWATI NO. 77-81,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12150,-,-
S406,PT. CYBERDATA TECHNOLOGY ( CDT),-,Corporate,-,-,CYBER BUILDING 9TH FLOOR. JL. KUNINGAN BARAT NO. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,-,-
S413,PT. NET SENTRA CYBERINDO,NETSENTRA,Corporate,-,NETSENTRA.COM,"Jl. Rajawali Raya B179, Komp. Inkoppol, Kranji",JAKASAMPURNA,BEKASI BARAT,BEKASI,JAWA BARAT,17145,+62218861273,+622188968838
S404,PT. LYTO DATARINDO FORTUNA,-,Corporate,-,LYTO.NET,"JALAN POS PENGUMBEN NO. 8, SUKABUMI SELATAN",SUKABUMI SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11560,-,-
S418,TELKOM UNIVERSITY,TELKOMUNIVERSITY.AC.ID,Education,-,-,JL. TELEKOMUNIKASI NO. 1,SUKAPURA,DAYEUHKOLOT,KAB. BANDUNG,JAWA BARAT,-,-,-
S-14,UNIVERSITAS CIPUTRA,-,Education,-,-,UC TOWN - CITRALAND,MADE,SAMBIKEREP,SURABAYA,JAWA TIMUR,-,-,-
S166,UNIVERSITAS SUMATRA UTARA,-,Education,-,usu.ac.id,JL. DR. T. MANSUR NO. 9,SIDOREJO,MEDAN TEMBUNG,MEDAN,SUMATERA UTARA,20222,-,-
S189,PT. ROYAL AUDREY MEGAH,JASA DAGANG,Corporate,-,-,"Ruko PIZZA MANGKOK
Jl. Boulevard Raya QA5  No. 5",KELAPA GADING BARAT,KELAPA GADING,JAKARTA UTARA,DKI JAKARTA,14240,081287778025,081287778025
S280,PT. BENS DATA SOLUSI,-,Corporate,-,-,CILALUNG NO. 99 RT.5 RW.18,SERUA,CIPUTAT,TANGERANG SELATAN,BANTEN,15414,-,-
S186,PT. DJARUM,-,Corporate,-,-,JL. AIPDA KS TUBUN 2 C / 57,SLIPI,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11410,-,-
S408,PT. CABLENET FIBER DATA,-,Corporate,-,CFDNETWORKS.COM,"JL. DR. MAKALIWE RAYA NO. 24
RT. 006 / RW. 006",GROGOL,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11450,-,-
S273,PT. AERO SYSTEMS INDONESIA,PT AERO SYSTEMS INDONESIA,Corporate,-,ASYST.CO.ID,"Gedung Garuda Lt. 1, Jl. Gunung Sahari Raya no. 52",GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10610,021-29356070,021-7256062
S119,"PT. BANK MAYBANK INDONESIA, TBK.",-,Corporate,-,BII-ID,PLASA BII TOWER 2 LANTAI 4 JL. M. H. THAMRIN NO. 51,GONDANGDIA,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10350,-,-
S187,PT. SURYAPUTRA ADIPRADANA,-,Corporate,-,-,JL. SOEKARNO HATTA No. 269,KEBON LEGA,BOJONGLOA KIDUL,BANDUNG,JAWA BARAT,40235,-,-
S193,"PT. INDAH KIAT PULP AND PAPER, TBK.",PASEO,Corporate,-,APP.CO.ID,"Wisma Indah Kiat B, 3rd FL 
JL. Raya Serpong KM.8
Tangerang 15310",SERPONG,SERPONG,TANGERANG SELATAN,BANTEN,15310,53120001,53120375
S421,PT. MAXIMEDIA CAKRAWALA,-,Corporate,-,-,"KOMPLEK BUMI ASRI BLOK C NO. 4, CINTA DAMAI, MEDAN",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,-,-
S410,PT. KINEZ NETWORK SOLUTION,-,Corporate,-,-,Gedung Karindra Building lantai 3 No. 2 A - Jl. Palmerah Selatan No. 30 A,GELORA,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10270,-,-
S190,UNIVERSITAS DIAN NUSWANTORO,-,Education,-,DINUS.AC.ID,JL. NAKULA I NO. 5-11,PENDRIKAN KIDUL,SEMARANG TENGAH,SEMARANG,JAWA TENGAH,-,-,-
S275,UNIVERSITAS JENDRAL SUDIRMAN,-,Education,-,-,JL. HR BUNYAMIN 708,PASIR KIDUL,PURWOKERTO BARAT,KAB. BANYUMAS,JAWA TENGAH,-,-,-
S-78,POLITEKNIK NEGERI SRIWIJAYA,POLSRI,Corporate,-,POLSRI.AC.ID,Jl. Srijaya Negara,BUKIT LAMA,ILIR BARAT I,PALEMBANG,SUMATERA SELATAN,30139,0711353414,0711355918
S-29,PPTIK - UNIVERSITAS GADJAH MADA,-,Education,-,UGM.AC.ID,"JL. PANCASILA, BULAKSUMUR YOGYAKARTA",CATURTUNGGAL,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55281,-,-
S120,BANK MANDIRI,-,Goverment,-,BANK-MANDIRI-ID,"JL. JEND, GATOT SUBROTO KAV. 36-38",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,-,-
S-15,PT. VOLTRAS INTERNATIONAL,VOLTRAS INTERNATIONAL,Corporate,-,VOLTRAS.CO.ID,"Jl. Sutera Boulevard 10H No. 29-30
Alam Sutera Town Center (ASTC)",PAKULONAN,SERPONG UTARA,TANGERANG SELATAN,BANTEN,15325,02129008587,02130429857
S268,KALBE FARMA,KALBE,Corporate,-,KALBE.CO.ID,JL. LET. JEND. SUPRAPTO KAV. 4,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,10510,02142873888,02142873680
S279,INDONESIA CABLE NETWORK,-,Corporate,-,-,JL. BANGO NO. 2-4,TANAHSAREAL,TANAH SEREAL,BOGOR,JAWA BARAT,-,-,-
