no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
0182,PT. JARINGAN LINTAS UTARA,JATARA,Keanggotaan Penyelenggara,ISP,JATARA.NET.ID,"Perum. Gadingsari II, Jl. Gadingsari II No. 21",BANYURADEN,GAMPING,KAB. SLEMAN,DI YOGYAKARTA,55283,+622745026423,+622745026423
0184,PT. GLOBAL PORT BINEKATARA,GLOBALPORT,Keanggotaan Penyelenggara,ISP,GLOBALPORT.NET.ID,"Jl. Merpati no. 17 tengah, kramat jati",KAMPUNG TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,13540,021 5296 3745,021 7919-9558
0185,PT. CAKRA LINTAS NUSANTARA,"CHANNEL-11, ERA AKSES",Keanggotaan Penyelenggara,ISP,CAKRALINTAS.NET.ID,"Jalan By Pass Ngurah Rai 274 X, AMACOM BUILDING",JIMBARAN,KUTA SELATAN,KAB. BADUNG,BALI,80361,+62361703666,+62361703666
0189,PT. NETTOCYBER INDONESIA,VELO NETWORKS,Keanggotaan Penyelenggara,ISP,VELO.NET.ID,"The Manhattan Square, Mid Tower 2nd Floor Jl. T.B Simatupang 1 S Cilandak Timur",CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12560,+622129406767,+622129406768
0192,PT. BALI NING,NINGNET,Keanggotaan Penyelenggara,ISP,NING.NET.ID,"LeHabitat Building, Jl. Moh. Yamin III No. 3A",SUMERTA KELOD,DENPASAR TIMUR,DENPASAR,BALI,80239,+623614789098,+62
0193,PT. KOMUNIKA LIMA DUABELAS,CYBER512,Keanggotaan Penyelenggara,ISP,CYBER512.NET.ID,Jalan Diponegoro 208 B,DAUH PURI KLOD,DENPASAR BARAT,DENPASAR,BALI,80114,+623619079367,+62
0194,PT. PANCA DEWATA UTAMA,PANDAWA NET,Keanggotaan Penyelenggara,ISP,PANCADEWATA.CO.ID,"Menara Imperium Lt. 15. Jl. HR. Rasuna Said, No. 1",GUNTUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12980,+622139705100,+62218356124
0195,PT. WIDYA INTERSAT NUSANTARA,INTERSAT,Keanggotaan Penyelenggara,ISP,INTERSAT.NET.ID,"Jl. Mangkuyudan No. 44,",MANTRIJERON,MANTRIJERON,YOGYAKARTA,DI YOGYAKARTA,55143,0274 450-525,0274 450-525
0196,PT. WAHANA LINTAS NUSA PERSADA,INTERNET SERVICE PROVIDER,Keanggotaan Penyelenggara,ISP,WLAN.NET.ID,Jl. Lempong Sari No. 132 Jongkang Sariharjo Ngaglik Sleman,SARIHARJO,NGAGLIK,KAB. SLEMAN,DI YOGYAKARTA,55281,+62742835489,-
0198,PT. KHASANAH TEKNOLOGI PERSADA,IPSTAR,Keanggotaan Penyelenggara,JTT,KTP.NET.ID,Jl. Kuningan Barat Raya No.9B Lantai 10,MAMPANG PRAPATAN,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 53662556,-
0201,PT. SOLUSI AKSESINDO PRATAMA,-,Keanggotaan Penyelenggara,JTL,NET-ZAP.COM,Jalan Gunawarman No. 67,RAWA BARAT,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12180,021 7396-364,021 7398-621
0202,PT. ORION CYBER INTERNET,-,Keanggotaan Penyelenggara,ISP,ORION.NET.ID,"Jalan Kuningan Barat No. 8, GEDUNG CYBER Lantai 1",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 5265-566,021 6280-833
0203,PT. DATA UTAMA DINAMIKA,DATAUTAMANET,Keanggotaan Penyelenggara,ISP,DATAUTAMA.NET.ID,"Wisma Presisi Lt. 2
Jl. Taman Aries Blok. A1 No. 1",MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,11620,021 5890-2040,021 58902112
0205,PT. TRANS HYBRID COMMUNICATION,TRANSHYBRID,Keanggotaan Penyelenggara,NAP,TRANSHYBRID.NET.ID,"Gedung Cyber Lantai 6, Jl.Kuningan Barat no 8, Kel Kuningan Barat, Kec.Mampang Prapatan Kota Administrasi Jakarta Selatan.",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+62217354074,-
0206,PT. POWER TELECOM,INTERNET SERVICE PROVIDER,Keanggotaan Penyelenggara,ISP,POWERTEL.CO.ID,Jalan Tomang Raya No. 43,TOMANG,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11440,+62215666261,+62215644581
0207,PT. HANASTA DAKARA,HANASTA,Keanggotaan Penyelenggara,ISP,HANASTAR.NET.ID,"Jalan MT. Haryono Kav. 10, GEDUNG MT HARYONO SQUARE",BIDARA CINA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13330,+62212906722930,+622129067228
S2856,PT. MAXIMA DATA,-,Corporate,-,MAXIMAMULTIMEDIA.NET,Jl. Jawa  No. 62,Sumbersari,Sumbersari,Kab. Jember,JAWA TIMUR,68121,0331 7706-628,0331 325-340
0211,PT. INSAN SARANA TELEMATIKA,ISATNET,Keanggotaan Penyelenggara,ISP,ISAT.NET.ID,Jl. Daan Mogot I No. 34,TANJUNG DUREN UTARA,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11470,021 5643-233,-
0213,PT. INET GLOBAL INDO,INET GLOBALINDO,Keanggotaan Penyelenggara,ISP,INET.NET.ID,"Jalan Kuningan Barat No. 8, GEDUNG CYBER Lantai 5",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 5269-589,021 5269-587
0214,PT. DIGITAL WIRELESS INDONESIA,DIGINET,Keanggotaan Penyelenggara,ISP,DIGI.NET.ID,Gedung Cyber Lt. 7 Jl. Kuningan Barat NO. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+62215221908,+62215223368
S1517,PT. JIVAN JAYA MAKMUR TELECOM,-,Corporate,-,JJ-I.NET,Jl. Taman A.I.S Nasution No.35-B,Embong Kaliasin,Genteng,Surabaya,JAWA TIMUR,60271,031 5465-955,-
0219,PT. UNION ROUTELINK COMMUNICATION,ROUTELINK,Keanggotaan Penyelenggara,ISP,ROUTELINK.NET.ID,"Jalan Pramuka 28, Umbulharjo",PANDEYAN,UMBULHARJO,YOGYAKARTA,DI YOGYAKARTA,55161,+62274412650,+62274412650
0220,PT. SARANA PEMBANGUNAN SIAK,SIAKNET,Keanggotaan Penyelenggara,ISP,SIAKNETWORK.NET.ID,Jl. Sultan Syarif Hasyim No. 57,KAMPUNG DALAM,SIAK,KAB. SIAK,RIAU,28773,0764 20468,0761 346-82
S2853,PT. AUDIANET SENTRA DATA,-,Corporate,-,AUDIA.NET.ID,Komplek Ruko Siliwangi B-6 Jl. Jenderal Sudirman 187 - 189,KARANG AYU,SEMARANG BARAT,SEMARANG,JAWA TENGAH,50142,024 7601-999,024 7622-943
0223,PT. QIANDRA INFORMATION TECHNOLOGY,QIANDRA,Keanggotaan Penyelenggara,ISP,QIANDRA.NET.ID,"Jalan Sultan Iskandar Muda Kav. V - T A, Wisma Pondok Indah",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12310,+628119932288,+62
0227,PT. PASIFIK SATELIT NUSANTARA - NAP,-,Keanggotaan Penyelenggara,NAP,PSN.CO.ID,"Jalan Mega Kuningan Raya Lot 8/9 No. 9, KANTOR TAMAN A 9 Unit C3 - C4 Lantai 5",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,021 5762-292,021 5763-379
0229,PT. DELTA NUSANTARA NETWORKS,-,Keanggotaan Penyelenggara,ISP,DELTA.NET.ID,"Jalan Raya Perjuangan No. 88, GRAHA KENCANA Lantai M Unit J",KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11530,021 5367-8791,021 5367-7998
0230,PT. AMBHARA DUTA SHANTI,ADS,Keanggotaan Penyelenggara,ISP,ADSNET.CO.ID,Komplek MPR B-26 Jl. Wijaya Kusuma,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,021 7513-814,021 7513-814
0231,PT. SOLUSI LINTAS DATA,-,Keanggotaan Penyelenggara,ISP,WAVE.NET.ID,"Jalan Kayun No. 24,",Embong Kaliasin,Genteng,SURABAYA,JAWA TIMUR,60271,031 5467-957,031 5467-960
0232,PT. CYBER NETWORK INDONESIA,CYBER NETWORK INDONESIA,Keanggotaan Penyelenggara,ISP,CNI.NET.ID,"Gd. Cyber Lt. 9, Cyber Network Indonesia Jl. Kuningan Barat No. 8",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+62217224466,-
0233,PT. NET SOFT - NAP,-,Keanggotaan Penyelenggara,NAP,NETSOFT.NET.ID,"Jalan Rempoa Raya No. 11, RUMAH INDONET",REMPOA,CIPUTAT TIMUR,TANGERANG SELATAN,BANTEN,15412,021 7388-2525,021 7388-2626
0235,PT. CROSS NETWORK INDONESIA,CROSSNET,Keanggotaan Penyelenggara,ISP,CROSS.NET.ID,Ruko Klampis Megah H-10,Klampis Ngasem,Sukolilo,SURABAYA,JAWA TIMUR,60117,+62315933600,+62315933600
0236,PT. ANDOWA TELECOM,-,Keanggotaan Penyelenggara,ISP,ANTEL.NET.ID,"Jalan Jenderal Sudirman Kav. 60, MENARA SUDIRMAN Lantai 10 Suite A - B",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,021 5213-080,021 5208-229
0238,PT. MITRA INTERNET TECH,-,Keanggotaan Penyelenggara,ISP,MIT.NET.ID,Jl. Gatot Subroto 7,KEBUN BUNGA,BANJARMASIN TIMUR,BANJARMASIN,KALIMANTAN SELATAN,70236,0511 3260-909,0511 3268-787
S589,PT. ALUCIO NET,-,Corporate,-,ALUCIO.NET.ID,Jl. Embong Wungu 9,Embong Kaliasin,Genteng,Surabaya,JAWA TIMUR,60271,031 5482-000,031 5486-789
0240,PT. GRAHAMEDIA INFORMASI,GRAHAMEDIA.NET,Keanggotaan Penyelenggara,ISP,GRAHAMEDIA.NET.ID,Jalan Parikesit No. 7,DUKUH,SIDOMUKTI,SALATIGA,JAWA TENGAH,50722,0298 316-363,0298 316-361
0241,PT. BORNEO BROADBAND TECHNOLOGY,BAGUS,Keanggotaan Penyelenggara,ISP,BAGUS.NET,Jalan K.S. Tubun No. 163 RT. 15,PEKAUMAN,BANJARMASIN SELATAN,BANJARMASIN,KALIMANTAN SELATAN,70247,0511 3265-328,0511 3265-329
0242,PT. JOGJA DIGITAL,JOGJA DIGITAL,Keanggotaan Penyelenggara,ISP,JOGJADIGITAL.NET,"Jalan Kebon Sirih No. 75, MENARA RAVINDO Lantai 6",KEBON SIRIH,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10340,021-39831771,021-39831772
S2862,PT. PISHON WIRELESS TEKNOLOGI,-,Corporate,-,INFRATEL.NET,"Jalan H. Benyamin Sueb Blok. B No. 3, RUKO BOUTIQUE OFFICE PARK",KEBON KOSONG,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10630,021 8191-783,021 8583-210
0247,PT. SEKAWAN GLOBAL KOMUNIKA,-,Keanggotaan Penyelenggara,ISP,MENTARISATRIA.NET.ID,Gedung Indo Komputer Lt. 2 Jl Overste Isdiman 25,PURWOKERTO LOR,PURWOKERTO TIMUR,KAB. BANYUMAS,JAWA TENGAH,53114,024 8316-291,024 3521-042
0249,PT. PIKA MEDIA KOMUNIKA,PIKANET,Keanggotaan Penyelenggara,ISP,PIKA.NET.ID,"Jl. Anggrek No 101 Karangploso
Maguwoharjo - Depok sleman",MAGUWOHARJO,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55282,0274 486978,0274 555649
0252,PT. TELINDO NUSANTARA,NETVONE,Keanggotaan Penyelenggara,ISP,TELINDO.NET.ID,"Jalan HR. Rasuna Said Kav. H1-2, GEDUNG PURI MATARI 2 Lantai 2",KARET,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12920,021 5019 9000,021 5015 2734
0255,PT. LAXO GLOBAL AKSES,LAXO GLOBAL AKSES,Keanggotaan Penyelenggara,ISP,LAXO.NET.ID,"Rukan Mangga Dua Square Blok D No.40, Jl. Gn. Sahari No.1, RT.11/RW.6, Ancol, Pademangan, North Jakarta City, Jakarta 14420",ANCOL,PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,14420,+622139703737,+622139703737
0257,PT. SMARTLINK GLOBAL MEDIA,-,Keanggotaan Penyelenggara,ISP,SMARTLINKGM.NET.ID/,Jl. Ir. Sutami No. 82 F,PUCANGSAWIT,JEBRES,SURAKARTA,JAWA TENGAH,57126,0271 667-991,0271 667-991
0260,PT. SOLUSINDO BINTANG PRATAMA,SBPNET,Keanggotaan Penyelenggara,ISP,SBP.NET.ID,"Jalan Kuningan Barat No. 8, GEDUNG CYBER Lantai 6",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 526-5533,021 526-5533
0261,PT. ARSEN KUSUMA INDONESIA,ARSEN,Keanggotaan Penyelenggara,ISP,WWW.ARSEN.CO.ID,"Jalan Kokas No. 2, KOMP. PLN DUREN TIGA",DUREN TIGA,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12760,021 7918-4484,021 7918-4297
0262,PT. HIPERNET INDODATA,HYPERNET,Keanggotaan Penyelenggara,ISP,HYPERNET.CO.ID,"Jl. Makaliwe Raya No. 24 - 24 A, GRAHA HYPER Grogol Petamburan",GROGOL,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11450,+622129393939,+622156949998
0265,PT. SAKTI PUTRA MANDIRI,-,Keanggotaan Penyelenggara,ISP,BOBBYKOMPUTER.NET,Jl. Kenari No. 168 C,9 ILIR,ILIR TIMUR II,PALEMBANG,SUMATERA SELATAN,30144,0711 322-156,0711 368-537
0268,PT. CYBER BINTAN,CB-NET,Keanggotaan Penyelenggara,ISP,CYBERBINTAN.COM,Jl. Wiratno No. 3 Pertokoan Ramayana,KAMPUNG BARU,TANJUNGPINANG BARAT,TANJUNGPINANG,KEPULAUAN RIAU,29113,+628117703322,+62
0269,PT. PLATINUM NETWORK INDONESIA,PLATINUM,Keanggotaan Penyelenggara,ISP,PLATINUM.NET.ID,Jl. Kuningan Barat No. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 7224-477,021 7221-444
0270,PT. BUMI MERBABU PERMAI,-,Keanggotaan Penyelenggara,ISP,BMP.NET.ID,Jalan Diponegoro No. 35 A,SALATIGA,SIDOREJO,SALATIGA,JAWA TENGAH,50714,0298 326-001,0298 326-002
0272,PT. TANGARA MITRAKOM,-,Keanggotaan Penyelenggara,NAP,MITRAKOM.CO.ID,Jalan RP Soeroso No. 37,GONDANGDIA,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10350,021 3903-939,021 3903-938
0273,PT. RABIK BANGUN NUSANTARA,RBN,Keanggotaan Penyelenggara,NAP,RBN.NET.ID,"Pertokoan Luhur Artha Kencana 
Blok. B No. 3 
Jl. Diponegoro No. 180
Br. Eka Sila",DAUH PURI KLOD,DENPASAR BARAT,DENPASAR,BALI,80114,0361 769-354,0361 769-354
0274,PT. BIT TEKNOLOGI NUSANTARA,-,Keanggotaan Penyelenggara,ISP,BIT-TEKNOLOGI.COM,"Jalan Tentara Pelajar, PERKANTORAN PERMATA SENAYAN Blok B12-15",GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,021 5794-0680,021 5794-1278
0276,PT. DUTAKOM WIBAWA PUTRA,DWPNET,Keanggotaan Penyelenggara,ISP,DWP.NET.ID,"Jalan Basuki Rachmat 106-128, GRAHA BUMI MODERN Lantai 6,",Embong Kaliasin,Genteng,SURABAYA,JAWA TIMUR,60271,031 5480-500,031 5480-500
0278,PT. SIMAYA JEJARING MANDIRI,SIMAYA,Keanggotaan Penyelenggara,ISP,SIMAYA.NET.ID,"Jl. H. Mesri No. 20 Bandung.
Kantor Operasional Jl. Mentor 1 No. 1 Lt. 2 Bandung",SUKARAJA,CICENDO,BANDUNG,JAWA BARAT,40175,022 20564410,022 20564410
0279,PT. DES TEKNOLOGI INFORMASI,DESNET,Keanggotaan Penyelenggara,ISP,DES.NET.ID,"Jalan Bukitsari Raya, RAFFLESS HILL SQUARE No. 8 A",BANYUMANIK,BANYUMANIK,SEMARANG,JAWA TENGAH,50264,024 7466-337,024 7466-337
0280,PT. CIPTA INFORMATIKA CEMERLANG,-,Keanggotaan Penyelenggara,ISP,CIC.NET.ID,Komplek Jodoh Square Blok. D No. 44,SUNGAI PANAS,BATAM KOTA,BATAM,KEPULAUAN RIAU,29432,0778 429-933,0778 431-403
0283,PT. WANRIAU INDOXP,WANXP,Keanggotaan Penyelenggara,ISP,WANXP.NET.ID,"Jl. H. Sulaiman No. 3, RT. 04 / RW. 02",KAMPUNG DALAM,SENAPELAN,PEKANBARU,RIAU,28152,0761 848-333,-
0286,PT. MANDIRI CITRA MAKMUR,-,Keanggotaan Penyelenggara,ISP,MCM.NET.ID,"Jalan Jenderal Sudirman Kav. 71, SEQUIS CENTER Lantai 1",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,021 5290-3922,021 5290-3923
0287,PT. QUANTUM TERA NETWORK,QUANTUM,Keanggotaan Penyelenggara,ISP,QUANTUM.NET.ID,Jalan Kebon Jeruk Raya No. 70 A,KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11530,021 5367-8696,021 5367-8697
0288,PT. VARNION TECHNOLOGY SEMESTA,VARNION,Keanggotaan Penyelenggara,ISP,VARNION.COM,"GEDUNG CYBER Lantai 3A, Jl Kuningan Barat No. 8",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622129182905,+622152905145
0291,PT. MAXINDO MITRA SOLUSI,MAXINDO,Keanggotaan Penyelenggara,ISP,MAXINDO.NET,Pantai Indah Kapuk Rukan Cordoba Blok. H No. 77 Rt. 001 / Rw. 006,KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,14470,+622180624678,+622156983484
0293,PT. TRANSKON JAYA,PACNET,Keanggotaan Penyelenggara,ISP,TRANSKON.NET.ID,Jalan Mulawarman No. 21 Rt 023 Manggar,MANGGAR,BALIKPAPAN TIMUR,BALIKPAPAN,KALIMANTAN TIMUR,76116,+62542770401,+62542770403
0294,PT. INTERLINK TECHNOLOGY,INTERLINK,Keanggotaan Penyelenggara,ISP,WWW.INTERLINK.NET.ID,"Jalan Kuningan Barat 8, GEDUNG CYBER Lantai 10",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 5276-766,021 5260-502
0295,PT. FASTEL SARANA INDONESIA,GLOBE.NET.ID,Keanggotaan Penyelenggara,ISP,GLOBE.NET.ID,"TCC Batavia Tower One 16th Floor
Jl. KH. Mas Mansyur Kav. 126",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,+622129529404,+622129678232
0298,PT. MORA TELEMATIKA INDONESIA - NAP,MORATELINDO,Keanggotaan Penyelenggara,NAP,MORATELINDO.CO.ID,"Jalan Penataran No. 9, GEDUNG GRAHA 9 Lantai 6",PEGANGSAAN,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10320,(021) 31998600,021-3142882
0301,PT. GRAHA TELEKOMUNIKASI INDONESIA,GTI,Keanggotaan Penyelenggara,ISP,GRAHAKOMINDO.COM,"Jalan Kyai Haji Abdullah Syafe' I Nomor 53 A, Desa/Kelurahan Manggarai
Selatan, Kec. Tebet, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta,12740",MANGGARAI SELATAN,TEBET,JAKARTA SELATAN,DKI JAKARTA,12740,21-3970 0610,-
0302,PT. SUMIDHAZ PERMATA BUNDA,DASHNET,Keanggotaan Penyelenggara,ISP,DASH.NET.ID,Jalan Rajawali No. 80 B,KAMPUNG MELAYU,SUKAJADI,PEKANBARU,RIAU,28124,0761-36984,0761
0304,PT. INDOTRANS DATA,INDOTRANS,Keanggotaan Penyelenggara,ISP,INDOTRANS.NET.ID,Gedung Masindo lt. 3 Jl. Mampang Prapatan Raya no. 73 A Rt. 015 Rw. 002,TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,+62218751818,+62218751818
0305,PT. SINERGI SEMESTA TELEMATIKA,SISETA,Keanggotaan Penyelenggara,ISP,SINERGISEMESTA.COM,Graha Pena 17th Floor Suite 1707 Jl. A. Yani 88,Ketintang,Gayungan,SURABAYA,JAWA TIMUR,60234,(031) 60040077,(031) 8271137
0306,PT. SKYLINE SEMESTA,SKYLINE,Keanggotaan Penyelenggara,ISP,SKYLINE.NET.ID,JL. Terusan Mulyasari No. 8,SUKAGALIH,SUKAJADI,BANDUNG,JAWA BARAT,40163,+622282009555,+622282000345
0307,PT. TELE GLOBE GLOBAL,-,Keanggotaan Penyelenggara,ISP,TGG.NET.ID,"Jl. Wibawa Mukti II No.95, RT.003/RW.06",JATILUHUR,JATIASIH,BEKASI,JAWA BARAT,12510,021 8240 0880,021 7919-4750
0309,PT. IP TELECOM MULTIMEDIA INDONESIA,-,Keanggotaan Penyelenggara,ITKP,IPTELECOM.NET.ID,"Jalan Kuningan Barat No. 8, GEDUNG CYBER Lantai 11",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 2926-3000,021 5269-575
0310,PT. UNIVERSAL BROADBAND,UNIVERSALBROADBAND,Keanggotaan Penyelenggara,ISP,UNIVERSAL.NET.ID,Graha Pena Building. Jl. A. Yani no. 88. Lantai 18 Suite 1806,KETINTANG,GAYUNGAN,SURABAYA,JAWA TIMUR,60231,+62318270958,+62217343507
0311,PT. MEDIA SARANA DATA,GMEDIA,Keanggotaan Penyelenggara,ISP,GMEDIA.NET.ID,Jl Siliwangi No 32G,NOGOTIRTO,GAMPING,KAB. SLEMAN,DI YOGYAKARTA,55592,+62274380345,+62274379593
0312,PT. JABAR TELEMATIKA,JABARNET,Keanggotaan Penyelenggara,ISP,JATEL.CO.ID,Jl. Cianjur No. 13,KACAPIRING,BATUNUNGGAL,BANDUNG,JAWA BARAT,40271,(022) 7211658,(022) 7211658
0314,PT. KINGS NETWORK INDONESIA,KINGS NETWORK,Keanggotaan Penyelenggara,ISP,KING.NET.ID,Jln. Galaxy Raya G.19 Jaka Setia,JAKASETIA,BEKASI SELATAN,BEKASI,JAWA BARAT,17147,0218207659,0218207659
0315,PT. USAHA ADI SANGGORO,ASNET,Keanggotaan Penyelenggara,ISP,AS.NET.ID,Jalan Dr. Sumeru No. 23 E RT. 01 / RW. 08,KEBONKELAPA,BOGOR TENGAH,BOGOR,JAWA BARAT,16125,0251 8621-133,0251 8621-137
S2863,PT. POROS NETWORK NUSANTARA,NETARA,Corporate,-,NETARA.NET.ID,"Graha Simatupang Tower II B Lantai 1, Jl. TB Simatupang Kav. 38",JATI PADANG,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12540,021-7828838,021 5292-0703
0317,PT. CEMERLANG MULTIMEDIA,STARNET,Keanggotaan Penyelenggara,ISP,STARNET.NET.ID,Jalan Bangau No. 2-4,TANAHSAREAL,TANAH SEREAL,BOGOR,JAWA BARAT,16161,0251 8322-218,0251 8316-813
0318,PT. STARCOM SOLUSINDO,STARCOM SOLUSINDO,Keanggotaan Penyelenggara,ISP,STARCOMS.NET,Gedung Plaza 3 Pondok Indah Blok D No. 3 Jl. Tb Simatupang,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12310,2127656217,227514333
0319,PT. CENTRA GLOBAL INVESTAMA,CERGIS,Keanggotaan Penyelenggara,ISP,CERGIS.NET.ID,"Jalan Letjend Soepeno No. 34, The Bellezza Shopping Arcade Lt. 1 unit SA-161, Arteri Permata Hijau",GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,+622130066888,+622153662059
0320,PT. EKA MAS REPUBLIK,MYREPUBLIC,Keanggotaan Penyelenggara,ISP,MYREPUBLIC.NET.ID,"SINAR MAS LAND PLAZA MENARA 2, LT. 25. JL. M.H. THAMRIN NO. 51",GONDANGDIA,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10350,+622124155508,+62213912127
0321,PT. HAWK TEKNOLOGI SOLUSI,HTSNET,Keanggotaan Penyelenggara,ISP,HTS.NET.ID,Jl. Pos Pengumben No. 20 A,SUKABUMI SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11560,+622153665477,+62231204793
0322,PT. HYPERINDO MEDIA PERKASA,HYPERMEDIA,Keanggotaan Penyelenggara,ISP,HYPERMEDIA.NET.ID,Rukan Sedayu Square Blok. E No. 20,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+622150118000,+62215555879
0324,PT. CIKARANG CYBERINDO,JETFLASH,Keanggotaan Penyelenggara,ISP,WWW.JETFLASH.NET.ID,"Ruko Roxy Blok. B No. 10 Lippo Cikarang Cibatu, Cikarang Selatan",CIBATU,CIKARANG SELATAN,KAB. BEKASI,JAWA BARAT,17550,021-89903357,021-89833414
0325,PT. GRAHA ANUGERAH SEJAHTERA,INTERNET SERVICE PROVIDER,Keanggotaan Penyelenggara,ISP,GASTRA.NET,Jl. Kelapa Cengkir Timur 2 - Blok. EH 2 No. 16,KELAPA GADING BARAT,KELAPA GADING,JAKARTA UTARA,DKI JAKARTA,14240,021 22452000,021 4513-809
0327,PT. LYNX MITRA ASIA,-,Keanggotaan Penyelenggara,NAP,LYNX.NET.ID,"Jalan Jenderal Sudirman No. 28, WISMA GKBI Suite 3901",BENDUNGAN HILIR,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10210,021 5799-8068,021 5799-8080
0328,PT. PGAS TELEKOMUNIKASI NUSANTARA,PGNCOM,Keanggotaan Penyelenggara,NAP,PGASCOM.CO.ID,"Gedung B Lantai 4, Komp. PGN. JL. KH Zainul Arifin No. 20",KRUKUT,TAMAN SARI,JAKARTA BARAT,DKI JAKARTA,11140,021 633 1345,021 633 1381
0329,PT. KREATIF PASIFIC,NETWORK ACCESS POINT,Keanggotaan Penyelenggara,NAP,SEJAHTERAGROUP.NET,"Jalan Tanah Abang V No. 19, GRAHA CHARIS SIEM",PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10160,+62216323133,+62216314677
0330,PT. JAWA POS NATIONAL NETWORK MEDIALINK,-,Keanggotaan Penyelenggara,ISP,MLINK.NET.ID,Graha Pena Pontianak Jalan Gajahmada No. 2-4,BANGKA BELITUNG DARAT,PONTIANAK TENGGARA,PONTIANAK,KALIMANTAN BARAT,78124,0561 735-071,0561 760-03
0331,PT. WIFIAN SOLUTION,WIFIAN SOLUTION,Keanggotaan Penyelenggara,ISP,WIFIAN.ID,Kavling Candra Mustika Blok B No. 18,MUSTIKA SARI,MUSTIKAJAYA,BEKASI,JAWA BARAT,17157,81213337713,-
0333,PT. JALA LINTAS MEDIA,BNETFIT,Keanggotaan Penyelenggara,ISP,JLM.NET.ID,Jalan Mayor Oking No. 89,CIRIUNG,CIBINONG,KAB. BOGOR,JAWA BARAT,16918,021 8790-6175,021 8790-6192
